source,target,weight
Charleston; WV,Elkins; WV,10
Charleston; WV,Fairmont; WV,18
Charleston; WV,Greensboro-High Point; NC,11
Charleston; WV,Houston-The Woodlands-Sugar Land; TX,28
Charleston; WV,Huntington-Ashland; WV-KY-OH,1070
Charleston; WV,Jacksonville; FL,20
Charleston; WV,Las Vegas-Henderson-Paradise; NV,12
Charleston; WV,Lexington-Fayette; KY,15
Charleston; WV,Logan; WV,90
Charleston; WV,Los Angeles-Long Beach-Anaheim; CA,14
Charleston; WV,Louisville/Jefferson County; KY-IN,10
Charleston; WV,Miami-Fort Lauderdale-West Palm Beach; FL,62
Charleston; WV,Morgantown; WV,81
Charleston; WV,Myrtle Beach-Conway-North Myrtle Beach; SC-NC,28
Charleston; WV,Nashville-Davidson--Murfreesboro--Franklin; TN,11
Charleston; WV,New York-Newark-Jersey City; NY-NJ-PA,12
Charleston; WV,Ocala; FL,11
Charleston; WV,Orlando-Kissimmee-Sanford; FL,11
Charleston; WV,Palm Bay-Melbourne-Titusville; FL,16
Charleston; WV,Parkersburg-Vienna; WV,52
Charleston; WV,Phoenix-Mesa-Scottsdale; AZ,10
Charleston; WV,Pittsburgh; PA,24
Charleston; WV,Point Pleasant; WV-OH,28
Charleston; WV,Raleigh; NC,22
Charleston; WV,San Diego-Carlsbad; CA,10
Charleston; WV,Tampa-St. Petersburg-Clearwater; FL,35
Charleston; WV,Washington-Arlington-Alexandria; DC-VA-MD-WV,42
Charleston; WV,Wheeling; WV-OH,12
Charleston; WV,Wilmington; NC,10
Charleston; WV,Winston-Salem; NC,10
Charleston-Mattoon; IL,Bloomington; IL,12
Charleston-Mattoon; IL,Carbondale-Marion; IL,10
Charleston-Mattoon; IL,Champaign-Urbana; IL,102
Charleston-Mattoon; IL,Chicago-Naperville-Elgin; IL-IN-WI,96
Charleston-Mattoon; IL,Danville; IL,17
Charleston-Mattoon; IL,Decatur; IL,31
Charleston-Mattoon; IL,Effingham; IL,73
Charleston-Mattoon; IL,Phoenix-Mesa-Scottsdale; AZ,12
Charleston-Mattoon; IL,St. Louis; MO-IL,21
Charleston-Mattoon; IL,Springfield; IL,12
Charleston-Mattoon; IL,Terre Haute; IN,14
Charleston-North Charleston; SC,Albany-Schenectady-Troy; NY,278
Charleston-North Charleston; SC,Altus; OK,12
Charleston-North Charleston; SC,Anchorage; AK,26
Charleston-North Charleston; SC,Asheville; NC,105
Charleston-North Charleston; SC,Athens-Clarke County; GA,14
Charleston-North Charleston; SC,Atlanta-Sandy Springs-Roswell; GA,454
Charleston-North Charleston; SC,Augusta-Richmond County; GA-SC,138
Charleston-North Charleston; SC,Austin-Round Rock; TX,58
Charleston-North Charleston; SC,Bakersfield; CA,11
Charleston-North Charleston; SC,Baltimore-Columbia-Towson; MD,75
Charleston-North Charleston; SC,Baton Rouge; LA,10
Charleston-North Charleston; SC,Birmingham-Hoover; AL,32
Charleston-North Charleston; SC,Boston-Cambridge-Newton; MA-NH,65
Charleston-North Charleston; SC,Boulder; CO,13
Charleston-North Charleston; SC,Bremerton-Silverdale; WA,148
Charleston-North Charleston; SC,Brevard; NC,11
Charleston-North Charleston; SC,Bridgeport-Stamford-Norwalk; CT,17
Charleston-North Charleston; SC,Cape Coral-Fort Myers; FL,40
Charleston-North Charleston; SC,Charlotte-Concord-Gastonia; NC-SC,539
Charleston-North Charleston; SC,Chattanooga; TN-GA,14
Charleston-North Charleston; SC,Chicago-Naperville-Elgin; IL-IN-WI,92
Charleston-North Charleston; SC,Cincinnati; OH-KY-IN,25
Charleston-North Charleston; SC,Cleveland-Elyria; OH,20
Charleston-North Charleston; SC,Colorado Springs; CO,21
Charleston-North Charleston; SC,Columbia; SC,693
Charleston-North Charleston; SC,Columbus; GA-AL,11
Charleston-North Charleston; SC,Columbus; OH,24
Charleston-North Charleston; SC,Crestview-Fort Walton Beach-Destin; FL,45
Charleston-North Charleston; SC,Dallas-Fort Worth-Arlington; TX,124
Charleston-North Charleston; SC,Dayton; OH,15
Charleston-North Charleston; SC,Deltona-Daytona Beach-Ormond Beach; FL,65
Charleston-North Charleston; SC,Denver-Aurora-Lakewood; CO,38
Charleston-North Charleston; SC,Detroit-Warren-Dearborn; MI,59
Charleston-North Charleston; SC,Durham-Chapel Hill; NC,41
Charleston-North Charleston; SC,El Paso; TX,10
Charleston-North Charleston; SC,Fayetteville; NC,60
Charleston-North Charleston; SC,Florence; SC,129
Charleston-North Charleston; SC,Gainesville; FL,15
Charleston-North Charleston; SC,Georgetown; SC,74
Charleston-North Charleston; SC,Grand Rapids-Wyoming; MI,11
Charleston-North Charleston; SC,Greensboro-High Point; NC,54
Charleston-North Charleston; SC,Greenville; NC,11
Charleston-North Charleston; SC,Greenville-Anderson-Mauldin; SC,445
Charleston-North Charleston; SC,Greenwood; SC,24
Charleston-North Charleston; SC,Hartford-West Hartford-East Hartford; CT,13
Charleston-North Charleston; SC,Hickory-Lenoir-Morganton; NC,12
Charleston-North Charleston; SC,Hilton Head Island-Bluffton-Beaufort; SC,186
Charleston-North Charleston; SC,Hinesville; GA,11
Charleston-North Charleston; SC,Houston-The Woodlands-Sugar Land; TX,113
Charleston-North Charleston; SC,Indianapolis-Carmel-Anderson; IN,26
Charleston-North Charleston; SC,Jacksonville; FL,200
Charleston-North Charleston; SC,Jacksonville; NC,39
Charleston-North Charleston; SC,Kansas City; MO-KS,20
Charleston-North Charleston; SC,Key West; FL,15
Charleston-North Charleston; SC,Killeen-Temple; TX,11
Charleston-North Charleston; SC,Knoxville; TN,27
Charleston-North Charleston; SC,Lakeland-Winter Haven; FL,21
Charleston-North Charleston; SC,Las Vegas-Henderson-Paradise; NV,64
Charleston-North Charleston; SC,Lexington-Fayette; KY,14
Charleston-North Charleston; SC,Little Rock-North Little Rock-Conway; AR,12
Charleston-North Charleston; SC,Los Angeles-Long Beach-Anaheim; CA,139
Charleston-North Charleston; SC,Louisville/Jefferson County; KY-IN,26
Charleston-North Charleston; SC,Memphis; TN-MS-AR,44
Charleston-North Charleston; SC,Miami-Fort Lauderdale-West Palm Beach; FL,220
Charleston-North Charleston; SC,Minneapolis-St. Paul-Bloomington; MN-WI,14
Charleston-North Charleston; SC,Myrtle Beach-Conway-North Myrtle Beach; SC-NC,220
Charleston-North Charleston; SC,Naples-Immokalee-Marco Island; FL,11
Charleston-North Charleston; SC,Nashville-Davidson--Murfreesboro--Franklin; TN,59
Charleston-North Charleston; SC,Newberry; SC,10
Charleston-North Charleston; SC,New Haven-Milford; CT,11
Charleston-North Charleston; SC,New Orleans-Metairie; LA,40
Charleston-North Charleston; SC,New York-Newark-Jersey City; NY-NJ-PA,237
Charleston-North Charleston; SC,North Port-Sarasota-Bradenton; FL,32
Charleston-North Charleston; SC,Norwich-New London; CT,112
Charleston-North Charleston; SC,Oklahoma City; OK,20
Charleston-North Charleston; SC,Orangeburg; SC,234
Charleston-North Charleston; SC,Orlando-Kissimmee-Sanford; FL,91
Charleston-North Charleston; SC,Palm Bay-Melbourne-Titusville; FL,55
Charleston-North Charleston; SC,Panama City; FL,12
Charleston-North Charleston; SC,Pensacola-Ferry Pass-Brent; FL,14
Charleston-North Charleston; SC,Philadelphia-Camden-Wilmington; PA-NJ-DE-MD,78
Charleston-North Charleston; SC,Phoenix-Mesa-Scottsdale; AZ,80
Charleston-North Charleston; SC,Pinehurst-Southern Pines; NC,10
Charleston-North Charleston; SC,Pittsburgh; PA,45
Charleston-North Charleston; SC,Portland-South Portland; ME,10
Charleston-North Charleston; SC,Portland-Vancouver-Hillsboro; OR-WA,15
Charleston-North Charleston; SC,Providence-Warwick; RI-MA,11
Charleston-North Charleston; SC,Raleigh; NC,151
Charleston-North Charleston; SC,Richmond; VA,34
Charleston-North Charleston; SC,Riverside-San Bernardino-Ontario; CA,22
Charleston-North Charleston; SC,Roanoke; VA,10
Charleston-North Charleston; SC,Rochester; NY,11
Charleston-North Charleston; SC,Sacramento--Roseville--Arden-Arcade; CA,12
Charleston-North Charleston; SC,St. Louis; MO-IL,15
Charleston-North Charleston; SC,St. Marys; GA,68
Charleston-North Charleston; SC,Salt Lake City; UT,13
Charleston-North Charleston; SC,San Antonio-New Braunfels; TX,77
Charleston-North Charleston; SC,San Diego-Carlsbad; CA,172
Charleston-North Charleston; SC,San Francisco-Oakland-Hayward; CA,30
Charleston-North Charleston; SC,San Jose-Sunnyvale-Santa Clara; CA,12
Charleston-North Charleston; SC,Savannah; GA,130
Charleston-North Charleston; SC,Seattle-Tacoma-Bellevue; WA,173
Charleston-North Charleston; SC,Seneca; SC,27
Charleston-North Charleston; SC,Spartanburg; SC,107
Charleston-North Charleston; SC,Sumter; SC,43
Charleston-North Charleston; SC,Tallahassee; FL,13
Charleston-North Charleston; SC,Tampa-St. Petersburg-Clearwater; FL,145
Charleston-North Charleston; SC,Tucson; AZ,27
Charleston-North Charleston; SC,Urban Honolulu; HI,142
Charleston-North Charleston; SC,Virginia Beach-Norfolk-Newport News; VA-NC,468
Charleston-North Charleston; SC,Warner Robins; GA,10
Charleston-North Charleston; SC,Washington-Arlington-Alexandria; DC-VA-MD-WV,254
Charleston-North Charleston; SC,Wichita; KS,10
Charleston-North Charleston; SC,Wilmington; NC,40
Charleston-North Charleston; SC,Winston-Salem; NC,43
Charlotte-Concord-Gastonia; NC-SC,Akron; OH,22
Charlotte-Concord-Gastonia; NC-SC,Albany-Schenectady-Troy; NY,26
Charlotte-Concord-Gastonia; NC-SC,Albemarle; NC,450
Charlotte-Concord-Gastonia; NC-SC,Albuquerque; NM,14
Charlotte-Concord-Gastonia; NC-SC,Allentown-Bethlehem-Easton; PA-NJ,33
Charlotte-Concord-Gastonia; NC-SC,Ann Arbor; MI,12
Charlotte-Concord-Gastonia; NC-SC,Asheville; NC,521
Charlotte-Concord-Gastonia; NC-SC,Athens-Clarke County; GA,23
Charlotte-Concord-Gastonia; NC-SC,Atlanta-Sandy Springs-Roswell; GA,1166
Charlotte-Concord-Gastonia; NC-SC,Auburn-Opelika; AL,10
Charlotte-Concord-Gastonia; NC-SC,Augusta-Richmond County; GA-SC,116
Charlotte-Concord-Gastonia; NC-SC,Austin-Round Rock; TX,221
Charlotte-Concord-Gastonia; NC-SC,Baltimore-Columbia-Towson; MD,197
Charlotte-Concord-Gastonia; NC-SC,Baton Rouge; LA,20
Charlotte-Concord-Gastonia; NC-SC,Beckley; WV,11
Charlotte-Concord-Gastonia; NC-SC,Binghamton; NY,24
Charlotte-Concord-Gastonia; NC-SC,Birmingham-Hoover; AL,44
Charlotte-Concord-Gastonia; NC-SC,Blacksburg-Christiansburg-Radford; VA,17
Charlotte-Concord-Gastonia; NC-SC,Bloomington; IL,15
Charlotte-Concord-Gastonia; NC-SC,Bluefield; WV-VA,11
Charlotte-Concord-Gastonia; NC-SC,Boise City; ID,10
Charlotte-Concord-Gastonia; NC-SC,Boone; NC,84
Charlotte-Concord-Gastonia; NC-SC,Boston-Cambridge-Newton; MA-NH,186
Charlotte-Concord-Gastonia; NC-SC,Boulder; CO,19
Charlotte-Concord-Gastonia; NC-SC,Brevard; NC,14
Charlotte-Concord-Gastonia; NC-SC,Bridgeport-Stamford-Norwalk; CT,47
Charlotte-Concord-Gastonia; NC-SC,Buffalo-Cheektowaga-Niagara Falls; NY,79
Charlotte-Concord-Gastonia; NC-SC,Burlington; NC,73
Charlotte-Concord-Gastonia; NC-SC,Canton-Massillon; OH,19
Charlotte-Concord-Gastonia; NC-SC,Cape Coral-Fort Myers; FL,78
Charlotte-Concord-Gastonia; NC-SC,Charleston; WV,24
Charlotte-Concord-Gastonia; NC-SC,Charleston-North Charleston; SC,605
Charlotte-Concord-Gastonia; NC-SC,Charlottesville; VA,17
Charlotte-Concord-Gastonia; NC-SC,Chattanooga; TN-GA,36
Charlotte-Concord-Gastonia; NC-SC,Chicago-Naperville-Elgin; IL-IN-WI,338
Charlotte-Concord-Gastonia; NC-SC,Cincinnati; OH-KY-IN,70
Charlotte-Concord-Gastonia; NC-SC,Clarksville; TN-KY,13
Charlotte-Concord-Gastonia; NC-SC,Cleveland-Elyria; OH,138
Charlotte-Concord-Gastonia; NC-SC,Colorado Springs; CO,54
Charlotte-Concord-Gastonia; NC-SC,Columbia; SC,977
Charlotte-Concord-Gastonia; NC-SC,Columbus; GA-AL,21
Charlotte-Concord-Gastonia; NC-SC,Columbus; OH,125
Charlotte-Concord-Gastonia; NC-SC,Corpus Christi; TX,10
Charlotte-Concord-Gastonia; NC-SC,Crestview-Fort Walton Beach-Destin; FL,20
Charlotte-Concord-Gastonia; NC-SC,Cullowhee; NC,18
Charlotte-Concord-Gastonia; NC-SC,Dallas-Fort Worth-Arlington; TX,363
Charlotte-Concord-Gastonia; NC-SC,Danville; VA,10
Charlotte-Concord-Gastonia; NC-SC,Daphne-Fairhope-Foley; AL,18
Charlotte-Concord-Gastonia; NC-SC,Dayton; OH,21
Charlotte-Concord-Gastonia; NC-SC,Deltona-Daytona Beach-Ormond Beach; FL,56
Charlotte-Concord-Gastonia; NC-SC,Denver-Aurora-Lakewood; CO,155
Charlotte-Concord-Gastonia; NC-SC,Des Moines-West Des Moines; IA,16
Charlotte-Concord-Gastonia; NC-SC,Detroit-Warren-Dearborn; MI,140
Charlotte-Concord-Gastonia; NC-SC,Dunn; NC,33
Charlotte-Concord-Gastonia; NC-SC,Durham-Chapel Hill; NC,445
Charlotte-Concord-Gastonia; NC-SC,El Paso; TX,22
Charlotte-Concord-Gastonia; NC-SC,Erie; PA,13
Charlotte-Concord-Gastonia; NC-SC,Fayetteville; NC,226
Charlotte-Concord-Gastonia; NC-SC,Fayetteville-Springdale-Rogers; AR-MO,15
Charlotte-Concord-Gastonia; NC-SC,Florence; SC,92
Charlotte-Concord-Gastonia; NC-SC,Forest City; NC,73
Charlotte-Concord-Gastonia; NC-SC,Fort Collins; CO,11
Charlotte-Concord-Gastonia; NC-SC,Fresno; CA,11
Charlotte-Concord-Gastonia; NC-SC,Gaffney; SC,121
Charlotte-Concord-Gastonia; NC-SC,Gainesville; FL,20
Charlotte-Concord-Gastonia; NC-SC,Gainesville; GA,15
Charlotte-Concord-Gastonia; NC-SC,Georgetown; SC,54
Charlotte-Concord-Gastonia; NC-SC,Goldsboro; NC,25
Charlotte-Concord-Gastonia; NC-SC,Grand Rapids-Wyoming; MI,39
Charlotte-Concord-Gastonia; NC-SC,Greensboro-High Point; NC,725
Charlotte-Concord-Gastonia; NC-SC,Greenville; NC,93
Charlotte-Concord-Gastonia; NC-SC,Greenville-Anderson-Mauldin; SC,520
Charlotte-Concord-Gastonia; NC-SC,Greenwood; SC,32
Charlotte-Concord-Gastonia; NC-SC,Gulfport-Biloxi-Pascagoula; MS,11
Charlotte-Concord-Gastonia; NC-SC,Harrisburg-Carlisle; PA,25
Charlotte-Concord-Gastonia; NC-SC,Hartford-West Hartford-East Hartford; CT,37
Charlotte-Concord-Gastonia; NC-SC,Henderson; NC,11
Charlotte-Concord-Gastonia; NC-SC,Hickory-Lenoir-Morganton; NC,1257
Charlotte-Concord-Gastonia; NC-SC,Hilton Head Island-Bluffton-Beaufort; SC,148
Charlotte-Concord-Gastonia; NC-SC,Hinesville; GA,13
Charlotte-Concord-Gastonia; NC-SC,Houston-The Woodlands-Sugar Land; TX,370
Charlotte-Concord-Gastonia; NC-SC,Huntsville; AL,20
Charlotte-Concord-Gastonia; NC-SC,Indianapolis-Carmel-Anderson; IN,58
Charlotte-Concord-Gastonia; NC-SC,Jackson; MS,12
Charlotte-Concord-Gastonia; NC-SC,Jacksonville; FL,283
Charlotte-Concord-Gastonia; NC-SC,Jacksonville; NC,127
Charlotte-Concord-Gastonia; NC-SC,Johnson City; TN,14
Charlotte-Concord-Gastonia; NC-SC,Kalamazoo-Portage; MI,12
Charlotte-Concord-Gastonia; NC-SC,Kansas City; MO-KS,54
Charlotte-Concord-Gastonia; NC-SC,Key West; FL,11
Charlotte-Concord-Gastonia; NC-SC,Killeen-Temple; TX,16
Charlotte-Concord-Gastonia; NC-SC,Kingsport-Bristol-Bristol; TN-VA,10
Charlotte-Concord-Gastonia; NC-SC,Kingston; NY,11
Charlotte-Concord-Gastonia; NC-SC,Kinston; NC,14
Charlotte-Concord-Gastonia; NC-SC,Knoxville; TN,79
Charlotte-Concord-Gastonia; NC-SC,Lakeland-Winter Haven; FL,56
Charlotte-Concord-Gastonia; NC-SC,Lansing-East Lansing; MI,11
Charlotte-Concord-Gastonia; NC-SC,Las Vegas-Henderson-Paradise; NV,111
Charlotte-Concord-Gastonia; NC-SC,Laurinburg; NC,14
Charlotte-Concord-Gastonia; NC-SC,Lexington-Fayette; KY,23
Charlotte-Concord-Gastonia; NC-SC,Little Rock-North Little Rock-Conway; AR,21
Charlotte-Concord-Gastonia; NC-SC,Los Angeles-Long Beach-Anaheim; CA,358
Charlotte-Concord-Gastonia; NC-SC,Louisville/Jefferson County; KY-IN,44
Charlotte-Concord-Gastonia; NC-SC,Lumberton; NC,46
Charlotte-Concord-Gastonia; NC-SC,Lynchburg; VA,12
Charlotte-Concord-Gastonia; NC-SC,Madison; WI,11
Charlotte-Concord-Gastonia; NC-SC,Manchester-Nashua; NH,13
Charlotte-Concord-Gastonia; NC-SC,Marion; NC,20
Charlotte-Concord-Gastonia; NC-SC,Memphis; TN-MS-AR,53
Charlotte-Concord-Gastonia; NC-SC,Miami-Fort Lauderdale-West Palm Beach; FL,727
Charlotte-Concord-Gastonia; NC-SC,Milwaukee-Waukesha-West Allis; WI,42
Charlotte-Concord-Gastonia; NC-SC,Minneapolis-St. Paul-Bloomington; MN-WI,89
Charlotte-Concord-Gastonia; NC-SC,Montgomery; AL,11
Charlotte-Concord-Gastonia; NC-SC,Morehead City; NC,13
Charlotte-Concord-Gastonia; NC-SC,Mount Airy; NC,37
Charlotte-Concord-Gastonia; NC-SC,Myrtle Beach-Conway-North Myrtle Beach; SC-NC,657
Charlotte-Concord-Gastonia; NC-SC,Naples-Immokalee-Marco Island; FL,26
Charlotte-Concord-Gastonia; NC-SC,Nashville-Davidson--Murfreesboro--Franklin; TN,163
Charlotte-Concord-Gastonia; NC-SC,New Bern; NC,22
Charlotte-Concord-Gastonia; NC-SC,New Haven-Milford; CT,39
Charlotte-Concord-Gastonia; NC-SC,New Orleans-Metairie; LA,61
Charlotte-Concord-Gastonia; NC-SC,New York-Newark-Jersey City; NY-NJ-PA,1156
Charlotte-Concord-Gastonia; NC-SC,North Port-Sarasota-Bradenton; FL,76
Charlotte-Concord-Gastonia; NC-SC,North Wilkesboro; NC,83
Charlotte-Concord-Gastonia; NC-SC,Ocala; FL,18
Charlotte-Concord-Gastonia; NC-SC,Oklahoma City; OK,19
Charlotte-Concord-Gastonia; NC-SC,Omaha-Council Bluffs; NE-IA,22
Charlotte-Concord-Gastonia; NC-SC,Orangeburg; SC,31
Charlotte-Concord-Gastonia; NC-SC,Orlando-Kissimmee-Sanford; FL,343
Charlotte-Concord-Gastonia; NC-SC,Oxnard-Thousand Oaks-Ventura; CA,22
Charlotte-Concord-Gastonia; NC-SC,Palm Bay-Melbourne-Titusville; FL,69
Charlotte-Concord-Gastonia; NC-SC,Pensacola-Ferry Pass-Brent; FL,33
Charlotte-Concord-Gastonia; NC-SC,Philadelphia-Camden-Wilmington; PA-NJ-DE-MD,288
Charlotte-Concord-Gastonia; NC-SC,Phoenix-Mesa-Scottsdale; AZ,225
Charlotte-Concord-Gastonia; NC-SC,Pinehurst-Southern Pines; NC,64
Charlotte-Concord-Gastonia; NC-SC,Pittsburgh; PA,108
Charlotte-Concord-Gastonia; NC-SC,Portland-South Portland; ME,15
Charlotte-Concord-Gastonia; NC-SC,Portland-Vancouver-Hillsboro; OR-WA,54
Charlotte-Concord-Gastonia; NC-SC,Port St. Lucie; FL,32
Charlotte-Concord-Gastonia; NC-SC,Providence-Warwick; RI-MA,34
Charlotte-Concord-Gastonia; NC-SC,Raleigh; NC,1134
Charlotte-Concord-Gastonia; NC-SC,Reno; NV,10
Charlotte-Concord-Gastonia; NC-SC,Richmond; VA,177
Charlotte-Concord-Gastonia; NC-SC,Riverside-San Bernardino-Ontario; CA,69
Charlotte-Concord-Gastonia; NC-SC,Roanoke; VA,46
Charlotte-Concord-Gastonia; NC-SC,Rochester; NY,50
Charlotte-Concord-Gastonia; NC-SC,Rockingham; NC,39
Charlotte-Concord-Gastonia; NC-SC,Rocky Mount; NC,32
Charlotte-Concord-Gastonia; NC-SC,Sacramento--Roseville--Arden-Arcade; CA,17
Charlotte-Concord-Gastonia; NC-SC,St. Louis; MO-IL,61
Charlotte-Concord-Gastonia; NC-SC,Salt Lake City; UT,21
Charlotte-Concord-Gastonia; NC-SC,San Antonio-New Braunfels; TX,68
Charlotte-Concord-Gastonia; NC-SC,San Diego-Carlsbad; CA,144
Charlotte-Concord-Gastonia; NC-SC,Sanford; NC,21
Charlotte-Concord-Gastonia; NC-SC,San Francisco-Oakland-Hayward; CA,179
Charlotte-Concord-Gastonia; NC-SC,San Jose-Sunnyvale-Santa Clara; CA,63
Charlotte-Concord-Gastonia; NC-SC,Savannah; GA,65
Charlotte-Concord-Gastonia; NC-SC,Seattle-Tacoma-Bellevue; WA,173
Charlotte-Concord-Gastonia; NC-SC,Sebastian-Vero Beach; FL,13
Charlotte-Concord-Gastonia; NC-SC,Seneca; SC,29
Charlotte-Concord-Gastonia; NC-SC,Shelby; NC,682
Charlotte-Concord-Gastonia; NC-SC,Spartanburg; SC,207
Charlotte-Concord-Gastonia; NC-SC,Springfield; MA,14
Charlotte-Concord-Gastonia; NC-SC,Sumter; SC,35
Charlotte-Concord-Gastonia; NC-SC,Syracuse; NY,37
Charlotte-Concord-Gastonia; NC-SC,Tallahassee; FL,31
Charlotte-Concord-Gastonia; NC-SC,Tampa-St. Petersburg-Clearwater; FL,406
Charlotte-Concord-Gastonia; NC-SC,The Villages; FL,20
Charlotte-Concord-Gastonia; NC-SC,Toledo; OH,20
Charlotte-Concord-Gastonia; NC-SC,Trenton; NJ,28
Charlotte-Concord-Gastonia; NC-SC,Tucson; AZ,20
Charlotte-Concord-Gastonia; NC-SC,Tulsa; OK,15
Charlotte-Concord-Gastonia; NC-SC,Urban Honolulu; HI,36
Charlotte-Concord-Gastonia; NC-SC,Virginia Beach-Norfolk-Newport News; VA-NC,203
Charlotte-Concord-Gastonia; NC-SC,Washington; NC,10
Charlotte-Concord-Gastonia; NC-SC,Washington-Arlington-Alexandria; DC-VA-MD-WV,681
Charlotte-Concord-Gastonia; NC-SC,Wilmington; NC,335
Charlotte-Concord-Gastonia; NC-SC,Wilson; NC,18
Charlotte-Concord-Gastonia; NC-SC,Winston-Salem; NC,964
Charlotte-Concord-Gastonia; NC-SC,Worcester; MA-CT,25
Charlotte-Concord-Gastonia; NC-SC,Youngstown-Warren-Boardman; OH-PA,10
Charlottesville; VA,Atlanta-Sandy Springs-Roswell; GA,33
Charlottesville; VA,Austin-Round Rock; TX,25
Charlottesville; VA,Baltimore-Columbia-Towson; MD,14
Charlottesville; VA,Blacksburg-Christiansburg-Radford; VA,14
Charlottesville; VA,Boston-Cambridge-Newton; MA-NH,36
Charlottesville; VA,Charlotte-Concord-Gastonia; NC-SC,36
Charlottesville; VA,Chicago-Naperville-Elgin; IL-IN-WI,47
Charlottesville; VA,Cincinnati; OH-KY-IN,13
Charlottesville; VA,Columbus; OH,10
Charlottesville; VA,Dallas-Fort Worth-Arlington; TX,28
Charlottesville; VA,Denver-Aurora-Lakewood; CO,11
Charlottesville; VA,Durham-Chapel Hill; NC,22
Charlottesville; VA,Fayetteville; NC,10
Charlottesville; VA,Harrisonburg; VA,41
Charlottesville; VA,Houston-The Woodlands-Sugar Land; TX,35
Charlottesville; VA,Los Angeles-Long Beach-Anaheim; CA,34
Charlottesville; VA,Lynchburg; VA,103
Charlottesville; VA,Miami-Fort Lauderdale-West Palm Beach; FL,37
Charlottesville; VA,Nashville-Davidson--Murfreesboro--Franklin; TN,14
Charlottesville; VA,New York-Newark-Jersey City; NY-NJ-PA,143
Charlottesville; VA,Philadelphia-Camden-Wilmington; PA-NJ-DE-MD,40
Charlottesville; VA,Phoenix-Mesa-Scottsdale; AZ,14
Charlottesville; VA,Pittsburgh; PA,31
Charlottesville; VA,Raleigh; NC,45
Charlottesville; VA,Richmond; VA,357
Charlottesville; VA,Roanoke; VA,18
Charlottesville; VA,San Diego-Carlsbad; CA,22
Charlottesville; VA,San Francisco-Oakland-Hayward; CA,22
Charlottesville; VA,Seattle-Tacoma-Bellevue; WA,44
Charlottesville; VA,Staunton-Waynesboro; VA,275
Charlottesville; VA,Tampa-St. Petersburg-Clearwater; FL,16
Charlottesville; VA,Virginia Beach-Norfolk-Newport News; VA-NC,108
Charlottesville; VA,Washington-Arlington-Alexandria; DC-VA-MD-WV,521
Charlottesville; VA,Winston-Salem; NC,11
Chattanooga; TN-GA,Asheville; NC,16
Chattanooga; TN-GA,Athens; TN,52
Chattanooga; TN-GA,Atlanta-Sandy Springs-Roswell; GA,516
Chattanooga; TN-GA,Augusta-Richmond County; GA-SC,14
Chattanooga; TN-GA,Austin-Round Rock; TX,32
Chattanooga; TN-GA,Birmingham-Hoover; AL,49
Chattanooga; TN-GA,Boston-Cambridge-Newton; MA-NH,12
Chattanooga; TN-GA,Calhoun; GA,43
Chattanooga; TN-GA,Cape Coral-Fort Myers; FL,12
Chattanooga; TN-GA,Charleston-North Charleston; SC,18
Chattanooga; TN-GA,Charlotte-Concord-Gastonia; NC-SC,32
Chattanooga; TN-GA,Chicago-Naperville-Elgin; IL-IN-WI,28
Chattanooga; TN-GA,Cincinnati; OH-KY-IN,19
Chattanooga; TN-GA,Clarksville; TN-KY,22
Chattanooga; TN-GA,Cleveland; TN,561
Chattanooga; TN-GA,Cleveland-Elyria; OH,16
Chattanooga; TN-GA,Colorado Springs; CO,14
Chattanooga; TN-GA,Columbia; SC,30
Chattanooga; TN-GA,Columbus; GA-AL,12
Chattanooga; TN-GA,Columbus; OH,17
Chattanooga; TN-GA,Cookeville; TN,24
Chattanooga; TN-GA,Crossville; TN,15
Chattanooga; TN-GA,Dallas-Fort Worth-Arlington; TX,56
Chattanooga; TN-GA,Dalton; GA,365
Chattanooga; TN-GA,Dayton; TN,172
Chattanooga; TN-GA,Decatur; AL,13
Chattanooga; TN-GA,Deltona-Daytona Beach-Ormond Beach; FL,13
Chattanooga; TN-GA,Denver-Aurora-Lakewood; CO,13
Chattanooga; TN-GA,Detroit-Warren-Dearborn; MI,30
Chattanooga; TN-GA,Fayetteville; NC,11
Chattanooga; TN-GA,Greensboro-High Point; NC,13
Chattanooga; TN-GA,Greenville-Anderson-Mauldin; SC,13
Chattanooga; TN-GA,Hartford-West Hartford-East Hartford; CT,12
Chattanooga; TN-GA,Houston-The Woodlands-Sugar Land; TX,53
Chattanooga; TN-GA,Huntsville; AL,59
Chattanooga; TN-GA,Indianapolis-Carmel-Anderson; IN,15
Chattanooga; TN-GA,Jacksonville; FL,34
Chattanooga; TN-GA,Johnson City; TN,26
Chattanooga; TN-GA,Kingsport-Bristol-Bristol; TN-VA,13
Chattanooga; TN-GA,Knoxville; TN,253
Chattanooga; TN-GA,Lakeland-Winter Haven; FL,17
Chattanooga; TN-GA,Las Vegas-Henderson-Paradise; NV,21
Chattanooga; TN-GA,Los Angeles-Long Beach-Anaheim; CA,28
Chattanooga; TN-GA,Louisville/Jefferson County; KY-IN,13
Chattanooga; TN-GA,McMinnville; TN,11
Chattanooga; TN-GA,Memphis; TN-MS-AR,92
Chattanooga; TN-GA,Miami-Fort Lauderdale-West Palm Beach; FL,99
Chattanooga; TN-GA,Minneapolis-St. Paul-Bloomington; MN-WI,11
Chattanooga; TN-GA,Mobile; AL,10
Chattanooga; TN-GA,Nashville-Davidson--Murfreesboro--Franklin; TN,487
